Country Name,Country Code,Series Name,Series Code,2022 [YR2022],2021 [YR2021],2020 [YR2020],2019 [YR2019],2018 [YR2018],2017 [YR2017],2016 [YR2016],2015 [YR2015],2014 [YR2014],2013 [YR2013],2012 [YR2012],2011 [YR2011],2010 [YR2010],2009 [YR2009],2008 [YR2008],2007 [YR2007],2006 [YR2006],2005 [YR2005],2004 [YR2004],2003 [YR2003]
Afghanistan,AFG,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,97.6999969482422,97.6999969482422,96.6161346435547,97.6999969482422,97.6999969482422,71.5,89.5,68.2906494140625,69.0999984741211,43.2220191955566,42.7000007629395,46.7400512695313,42.4000015258789,36.0510101318359,30.7186908721924,25.3908939361572,20.0649681091309,14.7385063171387
Afghanistan,AFG,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,..,..,4.75,4.87,5.002,5.129,5.262,5.405,5.56,5.696,5.83,5.958,6.099,6.235,6.376,6.53,6.722,6.905,7.069,7.22
Afghanistan,AFG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,-20.7371456208414,-2.35110067344623,3.911603419423,1.18922812838034,2.64700320195786,2.26031420130452,1.45131466009755,2.72454336394854,5.60074465808154,12.7522870887171,0.426354784529209,14.3624414692681,21.3905283931066,3.92498382161573,13.8263195479763,5.35740325126351,11.2297148236429,1.41411798058979,8.83227781263571
Afghanistan,AFG,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,..,..,..,50.49,50.35,50.21,50.03,49.86,49.65,49.46,49.27,49.13,49.03,49.16,49.32,49.49,49.66,49.8,49.67,49.51
Afghanistan,AFG,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,..,..,24.6862280219758,30.0532763024315,29.4930310099753,28.9369628529333,27.1029292159197,25.3757339768061,23.7490630168559,22.2178965285492,20.7789874324007,20.1694412429311,19.6841070770013,19.642901638308,19.737828287013,19.9412814136425,20.1966745305841,20.4528098681896,20.2247766862707,19.9812079387401
Afghanistan,AFG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,11.710000038147,11.085000038147,11.1099996566772,11.1800003051758,10.0860004425049,8.98900032043457,7.90999984741211,7.94899988174438,8.01900005340576,7.94700002670288,8.06799983978271,8.08199977874756,8.02200031280518,8.10799980163574,8.05399990081787,8.11299991607666,8.05300045013428,8.12199974060059
Afghanistan,AFG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,37.266040802002,..,..,..,..,..,..,..,..,..,31.4488506317139,..,..,..,..,..,..,..,..
Afghanistan,AFG,Population density (people per sq. km of land area),EN.POP.DNST,..,..,59.7522806371985,57.9082516903546,56.2482314520951,54.6485411587937,53.1042837649295,51.7509145546816,50.160541526762,48.3590282569032,46.7112506324456,44.8448507428361,43.2204467749107,41.9871931680542,40.5182205663646,39.7149793784401,39.0091593456296,37.4272741210923,36.112339205495,34.7195467856431
Afghanistan,AFG,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,54.5,..,..,..,..,38.3,..,..,..,33.7,..,..,..,..
Afghanistan,AFG,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,..,..,..,..,0.636020004749298,0.641690015792847,0.645669996738434,0.6423299908638,0.654020011425018,0.655330002307892,0.669250011444092,0.663450002670288,0.625810027122498,0.609610021114349,0.586019992828369,0.567200005054474,0.573230028152466,0.547689974308014,0.40582001209259,0.544260025024414
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,..,..,..,106.701080322266,103.996162414551,102.175788879395,102.486473083496,103.534523010254,105.919708251953,104.498428344727,103.492393493652,97.6416397094727,100.071708679199,96.8964004516602,100.779731750488,98.9335098266602,101.697853088379,98.0998916625977,104.663818359375,93.3621826171875
Burkina Faso,BFA,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,18.957239151001,18.3748550415039,14.3999996185303,17.2140426635742,16.641056060791,16.0769748687744,19.2000007629395,15.4056425094604,15.1179943084717,14.8084144592285,13.1000003814697,12.6300001144409,12.5664882659912,12.1227731704712,11.6862897872925,11.2543277740479,10.8242387771606,11.3999996185303
Burkina Faso,BFA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,..,..,4.869,4.971,5.069,5.162,5.324,5.478,5.595,5.697,5.793,5.869,5.936,5.992,6.05,6.11,6.17,6.182,6.216,6.28
Burkina Faso,BFA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,6.90634167337785,1.93032488957256,5.68811514943657,6.60456906812341,6.20348941121868,5.95797670754024,3.9212287937935,4.32684561452976,5.79258484509867,6.45267237953146,6.62256261306693,8.44628157707625,2.96195085866692,5.79999174105387,4.11137901761516,6.25316468817478,8.66187322841225,4.47845213670386,7.80249388870359
Burkina Faso,BFA,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,5.5,..,..,..,8.3,..,..,..,..,6.7,..,..,..,..,..,5.8
Burkina Faso,BFA,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,..,..,..,67.79,67.85,67.9,67.93,67.96,67.97,68.96,69.89,70.77,71.6,72.4,73.16,73.86,74.53,75.33,76.13,76.9
Burkina Faso,BFA,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,79.7061776323686,79.5585724032106,78.8909401178863,78.8898297610331,78.661693437667,78.4640680026402,78.2926569266842,78.1386293623517,77.9802874208702,76.6637973805628,75.4881724864915,74.440618044623,73.5131996561957,72.691728670831,71.9703950272991,71.3398985723363,70.7913919397418,72.2686316221399,73.7165424928005,75.1354342958212
